YouTuber_Name,Title,Date,Duration_Seconds,Views,Likes,Comments,Dislikes,Like_to_Dislike_Ratio,Dislike_to_Like_Ratio,Engagement_Ratio
CD-Call,Work Stream - February 5th,2025-02-05 17:19:44+00:00,18905,2498,0,3,6,0.0,,0.3602882305844676
CD-Call,Lily & Mikaila's Halloween Stream (12PM),2025-02-08 22:39:57+00:00,28115,3275,0,3,9,0.0,,0.366412213740458
CD-Call,Late Night Hangout and Question Time,2025-02-10 13:52:53+00:00,21420,3511,0,12,3,0.0,,0.42722870976929656
CD-Call,Dragon Age - A Game Desperately Searching for a Plot,2025-02-12 18:12:39+00:00,7402,19545,0,82,58,0.0,,0.7162957278076234
CD-Call,Hangout Stream (February 13th),2025-02-13 15:32:59+00:00,18453,1528,0,7,2,0.0,,0.5890052356020943
CD-Call,Work Stream (February 15th),2025-02-15 22:21:39+00:00,20696,1861,0,1,9,0.0,,0.537345513164965
CD-Call,CD And Mikay Rewrite Digimon for Fun,2025-02-17 10:50:21+00:00,13889,4900,0,13,18,0.0,,0.6326530612244898
CD-Call,Work Stream (February 20th),2025-02-20 22:25:55+00:00,20841,1919,0,1,3,0.0,,0.20844189682126105
CD-Call,The Banned Trans Moon Girl Episode,2025-02-25 16:32:57+00:00,968,30415,0,156,88,0.0,,0.8022357389445998
CD-Call,Playing More Tears of the Kingdom,2025-02-27 01:49:00+00:00,17583,1337,0,0,2,0.0,,0.14958863126402394
CD-Call,Late Night Work/Hangout Stream,2025-03-04 13:02:40+00:00,26367,1669,0,0,1,0.0,,0.05991611743559017
CD-Call,Raid Night - Liberation of Undermine (Normal 0/8),2025-03-07 16:32:19+00:00,11600,855,0,0,2,0.0,,0.23391812865497078
CD-Call,Pokemon Too Many Types,2025-03-11 17:59:24+00:00,18809,2809,0,12,1,0.0,,0.4627981488074048
CD-Call,Raid Night - Liberation of Undermine (Heroic 1/8),2025-03-14 04:15:54+00:00,16810,714,0,0,1,0.0,,0.1400560224089636
CD-Call,Avatar Pavi and Fandom Hysteria,2025-03-16 13:57:40+00:00,992,28776,0,242,93,0.0,,1.1641645815957744
CD-Call,Pokemon Retrospective Commentary Pt 1,2025-03-18 05:57:13+00:00,10417,3976,0,5,7,0.0,,0.30181086519114686
CD-Call,Raid Night - Heroic Undermine (3/8),2025-03-21 03:24:40+00:00,14306,723,0,0,1,0.0,,0.13831258644536654
CD-Call,Raid Night + Work Stream,2025-03-31 05:46:13+00:00,22373,1161,0,2,2,0.0,,0.34453057708871665
CD-Call,Work Stream - Recording (And badly voice acting) NomNomNami Games,2025-04-09 17:20:46+00:00,14941,1049,0,1,2,0.0,,0.2859866539561487
CD-Call,Reflecting on LGBT Rep and Noxious Discourse,2025-04-10 08:32:50+00:00,894,24792,0,103,101,0.0,,0.8228460793804453
CD-Call,Work Stream - NomNomNomi Video/WoW Stuff,2025-04-17 23:36:33+00:00,19252,1307,0,6,1,0.0,,0.5355776587605203
CD-Call,"CD's Work Stream - April 23rd, 2025",2025-04-23 20:54:01+00:00,10121,904,0,0,1,0.0,,0.11061946902654868
CD-Call,Playing My Wife's Favourite Games (I am terrible at them),2025-04-28 00:12:17+00:00,13539,1744,0,1,7,0.0,,0.45871559633027525
CD-Call,Playing My Wife's Favourite Games (I am terrible at them),2025-04-30 01:24:52+00:00,13372,1173,0,0,5,0.0,,0.4262574595055414
CD-Call,Late Night Work Stream - NomNomNami Video,2025-05-04 11:07:10+00:00,11442,739,0,0,3,0.0,,0.40595399188092013
CD-Call,Late Night Work Stream / Hangout Stream,2025-05-06 07:59:15+00:00,21722,963,0,0,1,0.0,,0.10384215991692627
CD-Call,Late Night Work Stream / Hangout Stream,2025-05-07 07:23:36+00:00,19361,896,0,0,3,0.0,,0.33482142857142855
CD-Call,Late Night Work Stream / Hangout Stream,2025-05-09 06:11:06+00:00,10937,788,0,0,2,0.0,,0.25380710659898476
CD-Call,Every NomNomNami Game Reviewed,2025-05-16 16:21:21+00:00,4604,21855,0,90,32,0.0,,0.5582246625486158
